BiocVersion,Genome,NumGenes,NumOrthologs,SourceType,SourceUrl,SourceVersion,Species,TaxonomyId,Coordinate_1_based,DataProvider,Maintainer,Tags,BsgenomePkg,GrangesPkg,OrganismdbiPkg,OrgdbPkg,TxdbPkg,Taxon,Genus,Sp,Strain,BsgenomeFile,GrangesFile,OrganismdbiFile,OrgdbFile,TxdbFile,TaxonUnmodified,Title,Description,RDataClass,DispatchClass,ResourceName,RDataPath,md5sum
3.1,AmoebaDB-46_EnuttalliP19,6193,6168,GFF,http://AmoebaDB.org/common/downloads/release-46/EnuttalliP19/gff/data/AmoebaDB-46_EnuttalliP19.gff,46,Entamoeba nuttalli P19,1076696,TRUE,AmoebaDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Amoeba,BSGenome.Entamoeba.nuttalli.P19.v46,GRanges.Entamoeba.nuttalli.P19.v46.rda,amoebadb.Entamoeba.nuttalli.P19.v46,org.Enuttalli.P19.v46.eg.db,TxDb.Entamoeba.nuttalli.P19.AmoebaDB.v46,Entamoeba nuttalli P19,Entamoeba,nuttalli,P19,EuPathDB/BSgenome/3.10/BSGenome.Entamoeba.nuttalli.P19.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Entamoeba.nuttalli.P19.v46.rda,EuPathDB/OrganismDbi/3.10/amoebadb.Entamoeba.nuttalli.P19.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Enuttalli.P19.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Entamoeba.nuttalli.P19.AmoebaDB.v46.sqlite,Entamoeba nuttalli P19,Transcript information for Entamoeba nuttalli P19,AmoebaDB 46 annotations for Entamoeba nuttalli P19,OrgDb,SQLiteFile,org.Enuttalli.P19.v46.eg.db,EuPathDB/OrgDb/3.10/org.Enuttalli.P19.v46.eg.sqlite,334d3e87a943818ef9967a2f79da8996
3.1,AmoebaDB-46_EmoshkovskiiLaredo,12518,12165,GFF,http://AmoebaDB.org/common/downloads/release-46/EmoshkovskiiLaredo/gff/data/AmoebaDB-46_EmoshkovskiiLaredo.gff,46,Entamoeba moshkovskii,41668,TRUE,AmoebaDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Amoeba,BSGenome.Entamoeba.moshkovskii.Laredo.v46,GRanges.Entamoeba.moshkovskii.Laredo.v46.rda,amoebadb.Entamoeba.moshkovskii.Laredo.v46,org.Emoshkovskii.Laredo.v46.eg.db,TxDb.Entamoeba.moshkovskii.Laredo.AmoebaDB.v46,Entamoeba moshkovskii Laredo,Entamoeba,moshkovskii,Laredo,EuPathDB/BSgenome/3.10/BSGenome.Entamoeba.moshkovskii.Laredo.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Entamoeba.moshkovskii.Laredo.v46.rda,EuPathDB/OrganismDbi/3.10/amoebadb.Entamoeba.moshkovskii.Laredo.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Emoshkovskii.Laredo.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Entamoeba.moshkovskii.Laredo.AmoebaDB.v46.sqlite,Entamoeba moshkovskii Laredo,Transcript information for Entamoeba moshkovskii Laredo,AmoebaDB 46 annotations for Entamoeba moshkovskii Laredo,OrgDb,SQLiteFile,org.Emoshkovskii.Laredo.v46.eg.db,EuPathDB/OrgDb/3.10/org.Emoshkovskii.Laredo.v46.eg.sqlite,2b191eaa2709ecb9407069bc79313dd4
3.1,AmoebaDB-46_NfowleriATCC30863,13428,8753,GFF,http://AmoebaDB.org/common/downloads/release-46/NfowleriATCC30863/gff/data/AmoebaDB-46_NfowleriATCC30863.gff,46,Naegleria fowleri,5763,TRUE,AmoebaDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Amoeba,BSGenome.Naegleria.fowleri.ATCC.30863.v46,GRanges.Naegleria.fowleri.ATCC.30863.v46.rda,amoebadb.Naegleria.fowleri.ATCC.30863.v46,org.Nfowleri.ATCC.30863.v46.eg.db,TxDb.Naegleria.fowleri.ATCC.30863.AmoebaDB.v46,Naegleria fowleri ATCC 30863,Naegleria,fowleri,ATCC.30863,EuPathDB/BSgenome/3.10/BSGenome.Naegleria.fowleri.ATCC.30863.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Naegleria.fowleri.ATCC.30863.v46.rda,EuPathDB/OrganismDbi/3.10/amoebadb.Naegleria.fowleri.ATCC.30863.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Nfowleri.ATCC.30863.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Naegleria.fowleri.ATCC.30863.AmoebaDB.v46.sqlite,Naegleria fowleri ATCC 30863,Transcript information for Naegleria fowleri ATCC 30863,AmoebaDB 46 annotations for Naegleria fowleri ATCC 30863,OrgDb,SQLiteFile,org.Nfowleri.ATCC.30863.v46.eg.db,EuPathDB/OrgDb/3.10/org.Nfowleri.ATCC.30863.v46.eg.sqlite,5cd89bfa9f4de886fe4cdb4a21528df3
3.1,CryptoDB-46_CveliaCCMP2878,30806,22660,GFF,http://CryptoDB.org/common/downloads/release-46/CveliaCCMP2878/gff/data/CryptoDB-46_CveliaCCMP2878.gff,46,Chromera velia CCMP2878,1169474,TRUE,CryptoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Cryptosporidium,BSGenome.Chromera.velia.CCMP2878.v46,GRanges.Chromera.velia.CCMP2878.v46.rda,cryptodb.Chromera.velia.CCMP2878.v46,org.Cvelia.CCMP2878.v46.eg.db,TxDb.Chromera.velia.CCMP2878.CryptoDB.v46,Chromera velia CCMP2878,Chromera,velia,CCMP2878,EuPathDB/BSgenome/3.10/BSGenome.Chromera.velia.CCMP2878.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Chromera.velia.CCMP2878.v46.rda,EuPathDB/OrganismDbi/3.10/cryptodb.Chromera.velia.CCMP2878.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Cvelia.CCMP2878.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Chromera.velia.CCMP2878.CryptoDB.v46.sqlite,Chromera velia CCMP2878,Transcript information for Chromera velia CCMP2878,CryptoDB 46 annotations for Chromera velia CCMP2878,OrgDb,SQLiteFile,org.Cvelia.CCMP2878.v46.eg.db,EuPathDB/OrgDb/3.10/org.Cvelia.CCMP2878.v46.eg.sqlite,32e757cd5fc191ea013b9bfa9439b97d
3.1,CryptoDB-46_ChominisTU502,3956,3886,GFF,http://CryptoDB.org/common/downloads/release-46/ChominisTU502/gff/data/CryptoDB-46_ChominisTU502.gff,46,Cryptosporidium hominis TU502,353151,TRUE,CryptoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Cryptosporidium,BSGenome.Cryptosporidium.hominis.TU502.v46,GRanges.Cryptosporidium.hominis.TU502.v46.rda,cryptodb.Cryptosporidium.hominis.TU502.v46,org.Chominis.TU502.v46.eg.db,TxDb.Cryptosporidium.hominis.TU502.CryptoDB.v46,Cryptosporidium hominis TU502,Cryptosporidium,hominis,TU502,EuPathDB/BSgenome/3.10/BSGenome.Cryptosporidium.hominis.TU502.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Cryptosporidium.hominis.TU502.v46.rda,EuPathDB/OrganismDbi/3.10/cryptodb.Cryptosporidium.hominis.TU502.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Chominis.TU502.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Cryptosporidium.hominis.TU502.CryptoDB.v46.sqlite,Cryptosporidium hominis TU502,Transcript information for Cryptosporidium hominis TU502,CryptoDB 46 annotations for Cryptosporidium hominis TU502,OrgDb,SQLiteFile,org.Chominis.TU502.v46.eg.db,EuPathDB/OrgDb/3.10/org.Chominis.TU502.v46.eg.sqlite,3d6cd1787133939e095a695ea1b6fbbc
3.1,CryptoDB-46_CmurisRN66,3981,3938,GFF,http://CryptoDB.org/common/downloads/release-46/CmurisRN66/gff/data/CryptoDB-46_CmurisRN66.gff,46,Cryptosporidium muris RN66,441375,TRUE,CryptoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Cryptosporidium,BSGenome.Cryptosporidium.muris.RN66.v46,GRanges.Cryptosporidium.muris.RN66.v46.rda,cryptodb.Cryptosporidium.muris.RN66.v46,org.Cmuris.RN66.v46.eg.db,TxDb.Cryptosporidium.muris.RN66.CryptoDB.v46,Cryptosporidium muris RN66,Cryptosporidium,muris,RN66,EuPathDB/BSgenome/3.10/BSGenome.Cryptosporidium.muris.RN66.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Cryptosporidium.muris.RN66.v46.rda,EuPathDB/OrganismDbi/3.10/cryptodb.Cryptosporidium.muris.RN66.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Cmuris.RN66.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Cryptosporidium.muris.RN66.CryptoDB.v46.sqlite,Cryptosporidium muris RN66,Transcript information for Cryptosporidium muris RN66,CryptoDB 46 annotations for Cryptosporidium muris RN66,OrgDb,SQLiteFile,org.Cmuris.RN66.v46.eg.db,EuPathDB/OrgDb/3.10/org.Cmuris.RN66.v46.eg.sqlite,81cfd523208e22fbf1f891b94a77ba6f
3.1,CryptoDB-46_CparvumIowaII,4020,3937,GFF,http://CryptoDB.org/common/downloads/release-46/CparvumIowaII/gff/data/CryptoDB-46_CparvumIowaII.gff,46,Cryptosporidium parvum Iowa II,353152,TRUE,CryptoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Cryptosporidium,BSGenome.Cryptosporidium.parvum.Iowa.II.v46,GRanges.Cryptosporidium.parvum.Iowa.II.v46.rda,cryptodb.Cryptosporidium.parvum.Iowa.II.v46,org.Cparvum.Iowa.II.v46.eg.db,TxDb.Cryptosporidium.parvum.Iowa.II.CryptoDB.v46,Cryptosporidium parvum Iowa II,Cryptosporidium,parvum,Iowa.II,EuPathDB/BSgenome/3.10/BSGenome.Cryptosporidium.parvum.Iowa.II.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Cryptosporidium.parvum.Iowa.II.v46.rda,EuPathDB/OrganismDbi/3.10/cryptodb.Cryptosporidium.parvum.Iowa.II.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Cparvum.Iowa.II.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Cryptosporidium.parvum.Iowa.II.CryptoDB.v46.sqlite,Cryptosporidium parvum Iowa II,Transcript information for Cryptosporidium parvum Iowa II,CryptoDB 46 annotations for Cryptosporidium parvum Iowa II,OrgDb,SQLiteFile,org.Cparvum.Iowa.II.v46.eg.db,EuPathDB/OrgDb/3.10/org.Cparvum.Iowa.II.v46.eg.sqlite,86eaf655c6b3db2a68fc5fdff8767fac
3.1,CryptoDB-46_Candersoni30847,3948,3861,GFF,http://CryptoDB.org/common/downloads/release-46/Candersoni30847/gff/data/CryptoDB-46_Candersoni30847.gff,46,Cryptosporidium andersoni,117008,TRUE,CryptoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Cryptosporidium,BSGenome.Cryptosporidium.andersoni.isolate.30847.v46,GRanges.Cryptosporidium.andersoni.isolate.30847.v46.rda,cryptodb.Cryptosporidium.andersoni.isolate.30847.v46,org.Candersoni.isolate.30847.v46.eg.db,TxDb.Cryptosporidium.andersoni.isolate.30847.CryptoDB.v46,Cryptosporidium andersoni isolate 30847,Cryptosporidium,andersoni,isolate.30847,EuPathDB/BSgenome/3.10/BSGenome.Cryptosporidium.andersoni.isolate.30847.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Cryptosporidium.andersoni.isolate.30847.v46.rda,EuPathDB/OrganismDbi/3.10/cryptodb.Cryptosporidium.andersoni.isolate.30847.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Candersoni.isolate.30847.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Cryptosporidium.andersoni.isolate.30847.CryptoDB.v46.sqlite,Cryptosporidium andersoni isolate 30847,Transcript information for Cryptosporidium andersoni isolate 30847,CryptoDB 46 annotations for Cryptosporidium andersoni isolate 30847,OrgDb,SQLiteFile,org.Candersoni.isolate.30847.v46.eg.db,EuPathDB/OrgDb/3.10/org.Candersoni.isolate.30847.v46.eg.sqlite,5d1f6e393c016a3de71da3b8445d6d54
3.1,CryptoDB-46_ChominisUdeA01,3863,3811,GFF,http://CryptoDB.org/common/downloads/release-46/ChominisUdeA01/gff/data/CryptoDB-46_ChominisUdeA01.gff,46,Cryptosporidium hominis,237895,TRUE,CryptoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Cryptosporidium,BSGenome.Cryptosporidium.hominis.UdeA01.v46,GRanges.Cryptosporidium.hominis.UdeA01.v46.rda,cryptodb.Cryptosporidium.hominis.UdeA01.v46,org.Chominis.UdeA01.v46.eg.db,TxDb.Cryptosporidium.hominis.UdeA01.CryptoDB.v46,Cryptosporidium hominis UdeA01,Cryptosporidium,hominis,UdeA01,EuPathDB/BSgenome/3.10/BSGenome.Cryptosporidium.hominis.UdeA01.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Cryptosporidium.hominis.UdeA01.v46.rda,EuPathDB/OrganismDbi/3.10/cryptodb.Cryptosporidium.hominis.UdeA01.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Chominis.UdeA01.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Cryptosporidium.hominis.UdeA01.CryptoDB.v46.sqlite,Cryptosporidium hominis UdeA01,Transcript information for Cryptosporidium hominis UdeA01,CryptoDB 46 annotations for Cryptosporidium hominis UdeA01,OrgDb,SQLiteFile,org.Chominis.UdeA01.v46.eg.db,EuPathDB/OrgDb/3.10/org.Chominis.UdeA01.v46.eg.sqlite,edf737855923bed5d7733f429dcc603b
3.1,CryptoDB-46_Chominis30976,3994,3932,GFF,http://CryptoDB.org/common/downloads/release-46/Chominis30976/gff/data/CryptoDB-46_Chominis30976.gff,46,Cryptosporidium hominis,237895,TRUE,CryptoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Cryptosporidium,BSGenome.Cryptosporidium.hominis.isolate.30976.v46,GRanges.Cryptosporidium.hominis.isolate.30976.v46.rda,cryptodb.Cryptosporidium.hominis.isolate.30976.v46,org.Chominis.isolate.30976.v46.eg.db,TxDb.Cryptosporidium.hominis.isolate.30976.CryptoDB.v46,Cryptosporidium hominis isolate 30976,Cryptosporidium,hominis,isolate.30976,EuPathDB/BSgenome/3.10/BSGenome.Cryptosporidium.hominis.isolate.30976.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Cryptosporidium.hominis.isolate.30976.v46.rda,EuPathDB/OrganismDbi/3.10/cryptodb.Cryptosporidium.hominis.isolate.30976.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Chominis.isolate.30976.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Cryptosporidium.hominis.isolate.30976.CryptoDB.v46.sqlite,Cryptosporidium hominis isolate 30976,Transcript information for Cryptosporidium hominis isolate 30976,CryptoDB 46 annotations for Cryptosporidium hominis isolate 30976,OrgDb,SQLiteFile,org.Chominis.isolate.30976.v46.eg.db,EuPathDB/OrgDb/3.10/org.Chominis.isolate.30976.v46.eg.sqlite,70a483c5c670e5965ed50f181831e0db
3.1,CryptoDB-46_ChominisTU502_2012,3797,3741,GFF,http://CryptoDB.org/common/downloads/release-46/ChominisTU502_2012/gff/data/CryptoDB-46_ChominisTU502_2012.gff,46,Cryptosporidium hominis,237895,TRUE,CryptoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Cryptosporidium,BSGenome.Cryptosporidium.hominis.isolate.TU502.2012.v46,GRanges.Cryptosporidium.hominis.isolate.TU502.2012.v46.rda,cryptodb.Cryptosporidium.hominis.isolate.TU502.2012.v46,org.Chominis.isolate.TU502.2012.v46.eg.db,TxDb.Cryptosporidium.hominis.isolate.TU502.2012.CryptoDB.v46,Cryptosporidium hominis isolate TU502 2012,Cryptosporidium,hominis,isolate.TU502.2012,EuPathDB/BSgenome/3.10/BSGenome.Cryptosporidium.hominis.isolate.TU502.2012.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Cryptosporidium.hominis.isolate.TU502.2012.v46.rda,EuPathDB/OrganismDbi/3.10/cryptodb.Cryptosporidium.hominis.isolate.TU502.2012.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Chominis.isolate.TU502.2012.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Cryptosporidium.hominis.isolate.TU502.2012.CryptoDB.v46.sqlite,Cryptosporidium hominis isolate TU502_2012,Transcript information for Cryptosporidium hominis isolate TU502 2012,CryptoDB 46 annotations for Cryptosporidium hominis isolate TU502 2012,OrgDb,SQLiteFile,org.Chominis.isolate.TU502.2012.v46.eg.db,EuPathDB/OrgDb/3.10/org.Chominis.isolate.TU502.2012.v46.eg.sqlite,90724ce765476002da94079b28341ac7
3.1,CryptoDB-46_CmeleagridisUKMEL1,3806,3742,GFF,http://CryptoDB.org/common/downloads/release-46/CmeleagridisUKMEL1/gff/data/CryptoDB-46_CmeleagridisUKMEL1.gff,46,Cryptosporidium meleagridis,93969,TRUE,CryptoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Cryptosporidium,BSGenome.Cryptosporidium.meleagridis.UKMEL1.v46,GRanges.Cryptosporidium.meleagridis.UKMEL1.v46.rda,cryptodb.Cryptosporidium.meleagridis.UKMEL1.v46,org.Cmeleagridis.UKMEL1.v46.eg.db,TxDb.Cryptosporidium.meleagridis.UKMEL1.CryptoDB.v46,Cryptosporidium meleagridis UKMEL1,Cryptosporidium,meleagridis,strain.UKMEL1,EuPathDB/BSgenome/3.10/BSGenome.Cryptosporidium.meleagridis.UKMEL1.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Cryptosporidium.meleagridis.UKMEL1.v46.rda,EuPathDB/OrganismDbi/3.10/cryptodb.Cryptosporidium.meleagridis.UKMEL1.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Cmeleagridis.UKMEL1.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Cryptosporidium.meleagridis.UKMEL1.CryptoDB.v46.sqlite,Cryptosporidium meleagridis strain UKMEL1,Transcript information for Cryptosporidium meleagridis UKMEL1,CryptoDB 46 annotations for Cryptosporidium meleagridis UKMEL1,OrgDb,SQLiteFile,org.Cmeleagridis.UKMEL1.v46.eg.db,EuPathDB/OrgDb/3.10/org.Cmeleagridis.UKMEL1.v46.eg.sqlite,1879e93bd5c038f819da5571a8040b5f
3.1,CryptoDB-46_CparvumIOWA-ATCC,3952,3880,GFF,http://CryptoDB.org/common/downloads/release-46/CparvumIOWA-ATCC/gff/data/CryptoDB-46_CparvumIOWA-ATCC.gff,46,Cryptosporidium parvum,5807,TRUE,CryptoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Cryptosporidium,BSGenome.Cryptosporidium.parvum.IOWA.ATCC.v46,GRanges.Cryptosporidium.parvum.IOWA.ATCC.v46.rda,cryptodb.Cryptosporidium.parvum.IOWA.ATCC.v46,org.Cparvum.IOWA.ATCC.v46.eg.db,TxDb.Cryptosporidium.parvum.IOWA.ATCC.CryptoDB.v46,Cryptosporidium parvum IOWA ATCC,Cryptosporidium,parvum,IOWA.ATCC,EuPathDB/BSgenome/3.10/BSGenome.Cryptosporidium.parvum.IOWA.ATCC.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Cryptosporidium.parvum.IOWA.ATCC.v46.rda,EuPathDB/OrganismDbi/3.10/cryptodb.Cryptosporidium.parvum.IOWA.ATCC.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Cparvum.IOWA.ATCC.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Cryptosporidium.parvum.IOWA.ATCC.CryptoDB.v46.sqlite,Cryptosporidium parvum IOWA-ATCC,Transcript information for Cryptosporidium parvum IOWA ATCC,CryptoDB 46 annotations for Cryptosporidium parvum IOWA ATCC,OrgDb,SQLiteFile,org.Cparvum.IOWA.ATCC.v46.eg.db,EuPathDB/OrgDb/3.10/org.Cparvum.IOWA.ATCC.v46.eg.sqlite,9dfb8d2721b93226b31334b114c40979
3.1,CryptoDB-46_CtyzzeriUGA55,4038,3948,GFF,http://CryptoDB.org/common/downloads/release-46/CtyzzeriUGA55/gff/data/CryptoDB-46_CtyzzeriUGA55.gff,46,Cryptosporidium tyzzeri,756076,TRUE,CryptoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Cryptosporidium,BSGenome.Cryptosporidium.tyzzeri.isolate.UGA55.v46,GRanges.Cryptosporidium.tyzzeri.isolate.UGA55.v46.rda,cryptodb.Cryptosporidium.tyzzeri.isolate.UGA55.v46,org.Ctyzzeri.isolate.UGA55.v46.eg.db,TxDb.Cryptosporidium.tyzzeri.isolate.UGA55.CryptoDB.v46,Cryptosporidium tyzzeri isolate UGA55,Cryptosporidium,tyzzeri,isolate.UGA55,EuPathDB/BSgenome/3.10/BSGenome.Cryptosporidium.tyzzeri.isolate.UGA55.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Cryptosporidium.tyzzeri.isolate.UGA55.v46.rda,EuPathDB/OrganismDbi/3.10/cryptodb.Cryptosporidium.tyzzeri.isolate.UGA55.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Ctyzzeri.isolate.UGA55.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Cryptosporidium.tyzzeri.isolate.UGA55.CryptoDB.v46.sqlite,Cryptosporidium tyzzeri isolate UGA55,Transcript information for Cryptosporidium tyzzeri isolate UGA55,CryptoDB 46 annotations for Cryptosporidium tyzzeri isolate UGA55,OrgDb,SQLiteFile,org.Ctyzzeri.isolate.UGA55.v46.eg.db,EuPathDB/OrgDb/3.10/org.Ctyzzeri.isolate.UGA55.v46.eg.sqlite,943503c1a4d9f1c32fde62553d20de47
3.1,CryptoDB-46_Cubiquitum39726,3811,3737,GFF,http://CryptoDB.org/common/downloads/release-46/Cubiquitum39726/gff/data/CryptoDB-46_Cubiquitum39726.gff,46,Cryptosporidium ubiquitum,857276,TRUE,CryptoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Cryptosporidium,BSGenome.Cryptosporidium.ubiquitum.isolate.39726.v46,GRanges.Cryptosporidium.ubiquitum.isolate.39726.v46.rda,cryptodb.Cryptosporidium.ubiquitum.isolate.39726.v46,org.Cubiquitum.isolate.39726.v46.eg.db,TxDb.Cryptosporidium.ubiquitum.isolate.39726.CryptoDB.v46,Cryptosporidium ubiquitum isolate 39726,Cryptosporidium,ubiquitum,isolate.39726,EuPathDB/BSgenome/3.10/BSGenome.Cryptosporidium.ubiquitum.isolate.39726.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Cryptosporidium.ubiquitum.isolate.39726.v46.rda,EuPathDB/OrganismDbi/3.10/cryptodb.Cryptosporidium.ubiquitum.isolate.39726.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Cubiquitum.isolate.39726.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Cryptosporidium.ubiquitum.isolate.39726.CryptoDB.v46.sqlite,Cryptosporidium ubiquitum isolate 39726,Transcript information for Cryptosporidium ubiquitum isolate 39726,CryptoDB 46 annotations for Cryptosporidium ubiquitum isolate 39726,OrgDb,SQLiteFile,org.Cubiquitum.isolate.39726.v46.eg.db,EuPathDB/OrgDb/3.10/org.Cubiquitum.isolate.39726.v46.eg.sqlite,bea4a4da713e411be7d70c8243c2b8f6
3.1,CryptoDB-46_GniphandrodesUnknown,6606,4197,GFF,http://CryptoDB.org/common/downloads/release-46/GniphandrodesUnknown/gff/data/CryptoDB-46_GniphandrodesUnknown.gff,46,Gregarina niphandrodes,110365,TRUE,CryptoDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Cryptosporidium,BSGenome.Gregarina.niphandrodes.Unknown.strain.v46,GRanges.Gregarina.niphandrodes.Unknown.strain.v46.rda,cryptodb.Gregarina.niphandrodes.Unknown.strain.v46,org.Gniphandrodes.Unknown.strain.v46.eg.db,TxDb.Gregarina.niphandrodes.Unknown.strain.CryptoDB.v46,Gregarina niphandrodes Unknown strain,Gregarina,niphandrodes,Unknown.strain,EuPathDB/BSgenome/3.10/BSGenome.Gregarina.niphandrodes.Unknown.strain.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Gregarina.niphandrodes.Unknown.strain.v46.rda,EuPathDB/OrganismDbi/3.10/cryptodb.Gregarina.niphandrodes.Unknown.strain.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Gniphandrodes.Unknown.strain.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Gregarina.niphandrodes.Unknown.strain.CryptoDB.v46.sqlite,Gregarina niphandrodes Unknown strain,Transcript information for Gregarina niphandrodes Unknown strain,CryptoDB 46 annotations for Gregarina niphandrodes Unknown strain,OrgDb,SQLiteFile,org.Gniphandrodes.Unknown.strain.v46.eg.db,EuPathDB/OrgDb/3.10/org.Gniphandrodes.Unknown.strain.v46.eg.sqlite,361039dcd96d810130a543043e3410a8
3.1,FungiDB-46_Acandida2VRR,15896,13044,GFF,http://FungiDB.org/common/downloads/release-46/Acandida2VRR/gff/data/FungiDB-46_Acandida2VRR.gff,46,Albugo candida 2VRR,911350,TRUE,FungiDB,Keith Hughitt <khughitt@umd.edu>,Annotation:EuPathDB:Eukaryote:Pathogen:Parasite:Fungus:Fungi,BSGenome.Albugo.candida.2VRR.v46,GRanges.Albugo.candida.2VRR.v46.rda,fungidb.Albugo.candida.2VRR.v46,org.Acandida.2VRR.v46.eg.db,TxDb.Albugo.candida.2VRR.FungiDB.v46,Albugo candida 2VRR,Albugo,candida,2VRR,EuPathDB/BSgenome/3.10/BSGenome.Albugo.candida.2VRR.v46/single_sequences.2bit,EuPathDB/GRanges/3.10/GRanges.Albugo.candida.2VRR.v46.rda,EuPathDB/OrganismDbi/3.10/fungidb.Albugo.candida.2VRR.v46/graphInfo.rda,EuPathDB/OrgDb/3.10/org.Acandida.2VRR.v46.eg.sqlite,EuPathDB/TxDb/3.10/TxDb.Albugo.candida.2VRR.FungiDB.v46.sqlite,Albugo candida 2VRR,Transcript information for Albugo candida 2VRR,FungiDB 46 annotations for Albugo candida 2VRR,OrgDb,SQLiteFile,org.Acandida.2VRR.v46.eg.db,EuPathDB/OrgDb/3.10/org.Acandida.2VRR.v46.eg.sqlite,cda233348aa1bae2657ecace0c14f854
